Giovanni M. Zecchinelli,APS,Member
Samuel Betton,APS,Member
Jose M. Bustamante,APS,Member
Jose M. Dantas,APS,Member
Robert E. Griffith,APS,Member
Thomas Harris,APS,Member
Henry J. Anderson,APS,Member
Isaac Lea,APS,Member
Samuel G. Morton,APS,Member
Charles Pickering,APS,Member
James Renwick,APS,Member
Jose M. Salazar,APS,Member
George Ticknor,APS,Member
Robert B. Semple,Baptist General Convention,Member
Howard Maloom,Baptist General Convention,Member
Heman Lincoln,Baptist General Convention,Member
Thomas B. Ripley,Baptist General Convention,Member
Lucius Bolles,Baptist General Convention,Member
Daniel Sharp,Baptist General Convention,Member
William Staughton,Baptist General Convention,Member
Jonathan Going,Baptist General Convention,Member
H. Lincoln,Baptist General Convention,Member
J.D. Knowles,Baptist General Convention,Member
G. F. Davis,Baptist General Convention,Member
Bela Jacobs,Baptist General Convention,Member
Abiel Fisher,Baptist General Convention,Member
F. Wayland Jr.,Baptist General Convention,Member
Irah Chase,Baptist General Convention,Member
Stephen Gano,Baptist General Convention,Member
James Loring,Baptist General Convention,Member
B. C. Grafton,Baptist General Convention,Member
Henry Jackson,Baptist General Convention,Member
Jonathan Bacheller,Baptist General Convention,Member
Levi Farwell,Baptist General Convention,Member
Joseph W. Sawyer,Baptist General Convention,Member
Jonathan Merriam,Baptist General Convention,Member
John Conant,Baptist General Convention,Member
David Benedict,Baptist General Convention,Member
William Gammell,Baptist General Convention,Member
Asa Wilcox,Baptist General Convention,Member
S. H. Cone,Baptist General Convention,Member
J. C. Murphy,Baptist General Convention,Member
R. Thompson,Baptist General Convention,Member
William Colgate,Baptist General Convention,Member
Archibald Maclay,Baptist General Convention,Member
Aaron Perkins,Baptist General Convention,Member
Thomas Stokes,Baptist General Convention,Member
Samuel W. Lynd,Baptist General Convention,Member
Daniel Haskell,Baptist General Convention,Member
Elon Galuska,Baptist General Convention,Member
Daniel Putnam,Baptist General Convention,Member
H. Malcom,Baptist General Convention,Member
John Stanford,Baptist General Convention,Member
Thomas Garniss,Baptist General Convention,Member
Thomas Purser,Baptist General Convention,Member
Joshua Gilbert,Baptist General Convention,Member
Charles G. Sommers,Baptist General Convention,Member
William C. Hawley,Baptist General Convention,Member
Rufus Babcock,Baptist General Convention,Member
Nathaniel Kendrick,Baptist General Convention,Member
Lewis Leonard,Baptist General Convention,Member
Stephen Olmsted,Baptist General Convention,Member
Thomas Brown,Baptist General Convention,Member
James E. Welch,Baptist General Convention,Member
Samuel Eastman,Baptist General Convention,Member
John M. Peck,Baptist General Convention,Member
John L. Dagg,Baptist General Convention,Member
David Jones,Baptist General Convention,Member
William E. Ashton,Baptist General Convention,Member
Joseph Maylin,Baptist General Convention,Member
O. B. Brown,Baptist General Convention,Member
G. S. Webb,Baptist General Convention,Member
Isaac Clark,Baptist General Convention,Member
Samuel Cornelius,Baptist General Convention,Member
Luther Rice,Baptist General Convention,Member
Joseph Thaw,Baptist General Convention,Member
William Ruggles,Baptist General Convention,Member
George Patterson,Baptist General Convention,Member
Enoch Reynolds,Baptist General Convention,Member
Robert Ryland,Baptist General Convention,Member
Robert B. Semple,Baptist General Convention,Member
John Kerr,Baptist General Convention,Member
William Crane,Baptist General Convention,Member
Eli Ball,Baptist General Convention,Member
H. C. Thompson,Baptist General Convention,Member
Noah Davis,Baptist General Convention,Member
Joseph B. Cook,Baptist General Convention,Member
William B. Johnson,Baptist General Convention,Member
Charles D. Mallory,Baptist General Convention,Member
James Graham,Baptist General Convention,Member
Jesse Mercer,Baptist General Convention,Member
William T. Brantley,Baptist General Convention,Member
Adiel Sherwood,Baptist General Convention,Member
Abner Davis,Baptist General Convention,Member
John Adams,American Academy of Arts and Sciences,Member
Samuel Adams,American Academy of Arts and Sciences,Member
John Bacon,American Academy of Arts and Sciences,Member
James Bowdoin,American Academy of Arts and Sciences,Member
Charles Chauncy,American Academy of Arts and Sciences,Member
John Clarke,American Academy of Arts and Sciences,Member
David Cobb,American Academy of Arts and Sciences,Member
Samuel Cooper,American Academy of Arts and Sciences,Member
Nathan Cushing,American Academy of Arts and Sciences,Member
Thomas Cushing,American Academy of Arts and Sciences,Member
William Cushing,American Academy of Arts and Sciences,Member
Tristram Dalton,American Academy of Arts and Sciences,Member
Francis Dalton,American Academy of Arts and Sciences,Member
Samuel Deane,American Academy of Arts and Sciences,Member
Perez Fobes,American Academy of Arts and Sciences,Member
Caleb Gannett,American Academy of Arts and Sciences,Member
Henry Gardner,American Academy of Arts and Sciences,Member
Benjamin Guild,American Academy of Arts and Sciences,Member
John Hancock,American Academy of Arts and Sciences,Member
Joseph Hawley,American Academy of Arts and Sciences,Member
Edward Augustus Holyoke,American Academy of Arts and Sciences,Member
Ebenezer Hunt,American Academy of Arts and Sciences,Member
Jonathan Jackson,American Academy of Arts and Sciences,Member
Charles Jarvis,American Academy of Arts and Sciences,Member
Samuel Langdon,American Academy of Arts and Sciences,Member
Levi Lincoln,American Academy of Arts and Sciences,Member
Daniel Little,American Academy of Arts and Sciences,Member
Elijah Lothrop,American Academy of Arts and Sciences,Member
John Lowell,American Academy of Arts and Sciences,Member
Samuel Mather,American Academy of Arts and Sciences,Member
Samuel Moody,American Academy of Arts and Sciences,Member
Andrew Oliver,American Academy of Arts and Sciences,Member
Joseph Orne,American Academy of Arts and Sciences,Member
Robert Treat Paine,American Academy of Arts and Sciences,Member
Theodore Parsons,American Academy of Arts and Sciences,Member
George Partridge,American Academy of Arts and Sciences,Member
Phillips Payson,American Academy of Arts and Sciences,Member
Samuel Phillips,American Academy of Arts and Sciences,Member
John Pickering,American Academy of Arts and Sciences,Member
Oliver Prescott,American Academy of Arts and Sciences,Member
Zedekiah Sanger,American Academy of Arts and Sciences,Member
Nathaniel Peaslee Sargeant,American Academy of Arts and Sciences,Member
Micajah Sawyer,American Academy of Arts and Sciences,Member
Theodore Sedgwick,American Academy of Arts and Sciences,Member
William Sever,American Academy of Arts and Sciences,Member
David Sewall,American Academy of Arts and Sciences,Member
Stephen Sewall,American Academy of Arts and Sciences,Member
John Sprague,American Academy of Arts and Sciences,Member
Ebenezer Storer,American Academy of Arts and Sciences,Member
Caleb Strong,American Academy of Arts and Sciences,Member
James Sulliivan,American Academy of Arts and Sciences,Member
John Barnard Swett,American Academy of Arts and Sciences,Member
Nathaniel Tracy,American Academy of Arts and Sciences,Member
Cotton Tufts,American Academy of Arts and Sciences,Member
James Warren,American Academy of Arts and Sciences,Member
Samuel West,American Academy of Arts and Sciences,Member
Edward Wigglesworth,American Academy of Arts and Sciences,Member
Joseph Willard,American Academy of Arts and Sciences,Member
Abraham Williams,American Academy of Arts and Sciences,Member
Nehemiah Williams,American Academy of Arts and Sciences,Member
Samuel Williams,American Academy of Arts and Sciences,Member
James Winthrop,American Academy of Arts and Sciences,Member
Francois Barbe-Marbois,American Academy of Arts and Sciences,Member
Joseph Brown,American Academy of Arts and Sciences,Member
Francois Jean Chastellux,American Academy of Arts and Sciences,Member
Antoine Court de Geblin,American Academy of Arts and Sciences,Member
Richard Cranch,American Academy of Arts and Sciences,Member
Manasseh Cutler,American Academy of Arts and Sciences,Member
Jean le Rond dêAlembert,American Academy of Arts and Sciences,Member
Timothy Danielson,American Academy of Arts and Sciences,Member
Anne Cesar de la Luzerne,American Academy of Arts and Sciences,Member
Timothy Edwards,American Academy of Arts and Sciences,Member
Benjamin Franklin,American Academy of Arts and Sciences,Member
Benjamin Gale,American Academy of Arts and Sciences,Member
Elbridge Gerry,American Academy of Arts and Sciences,Member
Ebenezer Hazard,American Academy of Arts and Sciences,Member
Simeon Howard,American Academy of Arts and Sciences,Member
Joseph-Jerome le Francais Lalande,American Academy of Arts and Sciences,Member
Benjamin Lincoln,American Academy of Arts and Sciences,Member
Samuel Osgood,American Academy of Arts and Sciences,Member
Theophilus Parson,American Academy of Arts and Sciences,Member
Eliphat Pearson,American Academy of Arts and Sciences,Member
Ezra Stiles,American Academy of Arts and Sciences,Member
Pehr Wilhelm Wargentin,American Academy of Arts and Sciences,Member
John Warren,American Academy of Arts and Sciences,Member
George Washington,American Academy of Arts and Sciences,Member
Benjamin West,American Academy of Arts and Sciences,Member
Loammi Baldwin,American Academy of Arts and Sciences,Member
Owen Biddle,American Academy of Arts and Sciences,Member
Georges Georges Louis Buffon,American Academy of Arts and Sciences,Member
Comte de Leclerc,American Academy of Arts and Sciences,Member
Leonhard Euler,American Academy of Arts and Sciences,Member
Jacques Constant de Guillaume Liberge de Granchain,American Academy of Arts and Sciences,Member
Jacques Constant de Guillaume,American Academy of Arts and Sciences,Member
Comte de Liberge de,American Academy of Arts and Sciences,Member
Thomas Brand Hollis,American Academy of Arts and Sciences,Member
Arthur Lee,American Academy of Arts and Sciences,Member
William Livingston,American Academy of Arts and Sciences,Member
Richard Price,American Academy of Arts and Sciences,Member
Joseph Priestley,American Academy of Arts and Sciences,Member
David Rittenhouse,American Academy of Arts and Sciences,Member
Jonathan Trumbull,American Academy of Arts and Sciences,Member
Meshech Weare,American Academy of Arts and Sciences,Member
Edme Sebastien Jeaurat,American Academy of Arts and Sciences,Member
Thomas Dawes,American Academy of Arts and Sciences,Member
Aaron Dexter,American Academy of Arts and Sciences,Member
William Erving,American Academy of Arts and Sciences,Member
Joshua Fisher,American Academy of Arts and Sciences,Member
Samuel Hale,American Academy of Arts and Sciences,Member
Samuel Gustaf Hermelin,American Academy of Arts and Sciences,Member
John Sparhawk,American Academy of Arts and Sciences,Member
Jeremy Belknap,American Academy of Arts and Sciences,Member
Petter Jonas Bergius,American Academy of Arts and Sciences,Member
"Marie-Joseph Paul Yves Roch Gilbert du Motier de Lafayette, Marquis de Lafayette ",American Academy of Arts and Sciences,Member
Henry Moyes,American Academy of Arts and Sciences,Member
James Bowdoin,American Academy of Arts and Sciences,Member
Luigi Castiglioni,American Academy of Arts and Sciences,Member
Jean Feron,American Academy of Arts and Sciences,Member
John Jones Spooner,American Academy of Arts and Sciences,Member
Samuel Vaughan Sr.,American Academy of Arts and Sciences,Member
Nathaniel Wells,American Academy of Arts and Sciences,Member
Thomas Jefferson,American Academy of Arts and Sciences,Member
Noah Atwater,American Academy of Arts and Sciences,Member
Joseph Banks,American Academy of Arts and Sciences,Member
George Cabot,American Academy of Arts and Sciences,Member
Jean Dominque Cassini,American Academy of Arts and Sciences,Member
Johann Jacob Hemmer,American Academy of Arts and Sciences,Member
William Herschel,American Academy of Arts and Sciences,Member
Thomas Hornsby,American Academy of Arts and Sciences,Member
Charles Hutton,American Academy of Arts and Sciences,Member
John Coakley Lettsom,American Academy of Arts and Sciences,Member
Nevil Maskelyne,American Academy of Arts and Sciences,Member
Nicholas Pike,American Academy of Arts and Sciences,Member
Joseph Pope,American Academy of Arts and Sciences,Member
Benjamin Rush,American Academy of Arts and Sciences,Member
Thomas Russell,American Academy of Arts and Sciences,Member
Winthrop Sargent,American Academy of Arts and Sciences,Member
Jonathan Stokes,American Academy of Arts and Sciences,Member
Richard Watson,American Academy of Arts and Sciences,Member
"Pedro Francisco Jimenez de Gongora y Lujan, Duque deAlmodovar del Rio",American Academy of Arts and Sciences,Member
Nathaniel Walker Appleton,American Academy of Arts and Sciences,Member
William Baylies,American Academy of Arts and Sciences,Member
Charles Blagden,American Academy of Arts and Sciences,Member
Jacques Pierre Brissot de Warville,American Academy of Arts and Sciences,Member
Antoine Marie Cerisier,American Academy of Arts and Sciences,Member
Samuel Danforth,American Academy of Arts and Sciences,Member
Charles William Frederick Dumas,American Academy of Arts and Sciences,Member
John Haygarth,American Academy of Arts and Sciences,Member
Edmund Jennings,American Academy of Arts and Sciences,Member
Richard Kirwan,American Academy of Arts and Sciences,Member
Jean Luzac,American Academy of Arts and Sciences,Member
Archibald Maclaine,American Academy of Arts and Sciences,Member
George Richards Minot,American Academy of Arts and Sciences,Member
Thomas Percival,American Academy of Arts and Sciences,Member
Frederik Willem Pestel,American Academy of Arts and Sciences,Member
Samuel Webber,American Academy of Arts and Sciences,Member
Joseph Philippe de'Etombe,American Academy of Arts and Sciences,Member
Solomon Drown,American Academy of Arts and Sciences,Member
George Erving,American Academy of Arts and Sciences,Member
John Howard,American Academy of Arts and Sciences,Member
Johann Wilhelm Karl Adolph Freiherr Hupsch,American Academy of Arts and Sciences,Member
John Jay,American Academy of Arts and Sciences,Member
Samuel Kirkland,American Academy of Arts and Sciences,Member
John Lathrop,American Academy of Arts and Sciences,Member
Samuel Shaw,American Academy of Arts and Sciences,Member
Grimur Jonsson Thorkelin,American Academy of Arts and Sciences,Member
Robert Young,American Academy of Arts and Sciences,Member
Charles Bulfinch,American Academy of Arts and Sciences,Member
John Singleton Copley,American Academy of Arts and Sciences,Member
John Cranch,American Academy of Arts and Sciences,Member
Samuel Dexter,American Academy of Arts and Sciences,Member
Alexander Hamilton,American Academy of Arts and Sciences,Member
William Paine,American Academy of Arts and Sciences,Member
John Pickering,American Academy of Arts and Sciences,Member
Nathan Read,American Academy of Arts and Sciences,Member
Increase Sumner,American Academy of Arts and Sciences,Member
Samuel Tenney,American Academy of Arts and Sciences,Member
John Trumbull,American Academy of Arts and Sciences,Member
John Trumbull,American Academy of Arts and Sciences,Member
Benjamin West,American Academy of Arts and Sciences,Member
John Davis,American Academy of Arts and Sciences,Member
Marie Jean Antoine Nicolas Cariat Condorcet,American Academy of Arts and Sciences,Member
William Hamilton,American Academy of Arts and Sciences,Member
Joseph Lathrop,American Academy of Arts and Sciences,Member
John Mellen Jr.,American Academy of Arts and Sciences,Member
Fisher Ames,American Academy of Arts and Sciences,Member
Benjamin Smith Barton,American Academy of Arts and Sciences,Member
Oliver Everett,American Academy of Arts and Sciences,Member
James Freeman,American Academy of Arts and Sciences,Member
William Dandridge Peck,American Academy of Arts and Sciences,Member
Nathaniel Appleton,American Academy of Arts and Sciences,Member
Johann Friedrich Blumenbach,American Academy of Arts and Sciences,Member
Benjamin Dearborn,American Academy of Arts and Sciences,Member
James Madison,American Academy of Arts and Sciences,Member
Louis Valentin,American Academy of Arts and Sciences,Member
Charles Vaughan,American Academy of Arts and Sciences,Member
Benjamin Waterhouse,American Academy of Arts and Sciences,Member
Thomas Dawes,American Academy of Arts and Sciences,Member
Thomas Welsh,American Academy of Arts and Sciences,Member
Thomas Brattle,American Academy of Arts and Sciences,Member
Christopher Gore,American Academy of Arts and Sciences,Member
Joseph McKeen,American Academy of Arts and Sciences,Member
Jedidiah Morse,American Academy of Arts and Sciences,Member
Isaac Rand,American Academy of Arts and Sciences,Member
William Spooner,American Academy of Arts and Sciences,Member
David Tappan,American Academy of Arts and Sciences,Member
Peter Thacher,American Academy of Arts and Sciences,Member
John Quincy Adams,American Academy of Arts and Sciences,Member
Edward Bancroft,American Academy of Arts and Sciences,Member
Timothy Dwight,American Academy of Arts and Sciences,Member
John Haliburton,American Academy of Arts and Sciences,Member
Samuel Latham Mitchill,American Academy of Arts and Sciences,Member
John Sinclair,American Academy of Arts and Sciences,Member
Thomas Barnard,American Academy of Arts and Sciences,Member
Theophilus Bradbury,American Academy of Arts and Sciences,Member
Mather Brown,American Academy of Arts and Sciences,Member
Franz Xaver von Zach,American Academy of Arts and Sciences,Member
Nathaniel Bowditch,American Academy of Arts and Sciences,Member
John Thornton Kirkland,American Academy of Arts and Sciences,Member
Edward Hutchinson Robbins,American Academy of Arts and Sciences,Member
Noah Webster,American Academy of Arts and Sciences,Member
Benjamin DeWitt,American Academy of Arts and Sciences,Member
Samuel Dexter,American Academy of Arts and Sciences,Member
William Falconer,American Academy of Arts and Sciences,Member
William Paterson,American Academy of Arts and Sciences,Member
Samuel Sewall,American Academy of Arts and Sciences,Member
Edward Jenner,American Academy of Arts and Sciences,Member
Timothy Bigelow,American Academy of Arts and Sciences,Member
Oliver Ellsworth,American Academy of Arts and Sciences,Member
William Emerson,American Academy of Arts and Sciences,Member
Abiel Holmes,American Academy of Arts and Sciences,Member
Benard Edward Howard,American Academy of Arts and Sciences,Member
William Petty-Fitzmaurice Lansdowne,American Academy of Arts and Sciences,Member
Allan Pollock,American Academy of Arts and Sciences,Member
Josiah Quincy,American Academy of Arts and Sciences,Member
James Thacher,American Academy of Arts and Sciences,Member
Caspar Wistar,American Academy of Arts and Sciences,Member
David Humphreys,American Academy of Arts and Sciences,Member
John Lowell,American Academy of Arts and Sciences,Member
Joseph Lyman,American Academy of Arts and Sciences,Member
John Marshall,American Academy of Arts and Sciences,Member
Harrison Gray Otis,American Academy of Arts and Sciences,Member
Joshua Thomas,American Academy of Arts and Sciences,Member
Jonathan Trumbull,American Academy of Arts and Sciences,Member
Gustav von Paykull,American Academy of Arts and Sciences,Member
Henry Ware,American Academy of Arts and Sciences,Member
Samuel Williams,American Academy of Arts and Sciences,Member
Aaron Bancroft,American Academy of Arts and Sciences,Member
John Eliot,American Academy of Arts and Sciences,Member
Levi Hedge,American Academy of Arts and Sciences,Member
Rufus King,American Academy of Arts and Sciences,Member
Henry Knox,American Academy of Arts and Sciences,Member
Olof Peter Swartz,American Academy of Arts and Sciences,Member
John Treadwell,American Academy of Arts and Sciences,Member
Benjamin Vaughan,American Academy of Arts and Sciences,Member
Samuel Eliot,American Academy of Arts and Sciences,Member
Thaddeus Mason Harris,American Academy of Arts and Sciences,Member
Daniel Kilham,American Academy of Arts and Sciences,Member
Dudley Atkins Tyng,American Academy of Arts and Sciences,Member
Thomas Thacher,American Academy of Arts and Sciences,Member
Francis Adrian Van der Kemp,American Academy of Arts and Sciences,Member
John Allyn,American Academy of Arts and Sciences,Member
Stephen Elliott,American Academy of Arts and Sciences,Member
John Farrar,American Academy of Arts and Sciences,Member
Silvain Godon,American Academy of Arts and Sciences,Member
John Clarke Howard,American Academy of Arts and Sciences,Member
James Jackson,American Academy of Arts and Sciences,Member
John Snelling Popkin,American Academy of Arts and Sciences,Member
Constantine Samuel Rafinesque-Schmaltz,American Academy of Arts and Sciences,Member
John Collins Warren,American Academy of Arts and Sciences,Member
Sidney Willard,American Academy of Arts and Sciences,Member
Joseph Stevens Buckminster,American Academy of Arts and Sciences,Member
William Ellery Channing,American Academy of Arts and Sciences,Member
Parker Cleaveland,American Academy of Arts and Sciences,Member
William Cranch,American Academy of Arts and Sciences,Member
Cornelis De Gijselaar,American Academy of Arts and Sciences,Member
John Pierce,American Academy of Arts and Sciences,Member
Charles Stearns,American Academy of Arts and Sciences,Member
(Johann) Gotthelf (Friedrich) Fischer von Waldheim,American Academy of Arts and Sciences,Member
Nicolaus von Fuss,American Academy of Arts and Sciences,Member
Frederick Hall,American Academy of Arts and Sciences,Member
Horace Holley,American Academy of Arts and Sciences,Member
George Gardner Lee,American Academy of Arts and Sciences,Member
Icabod Nichols,American Academy of Arts and Sciences,Member
Benjamin Lynde Oliver,American Academy of Arts and Sciences,Member
Elijah Paine,American Academy of Arts and Sciences,Member
Friedrich Theodor Schubert,American Academy of Arts and Sciences,Member
Peter Oxenbridge Thacher,American Academy of Arts and Sciences,Member
Joseph Tilden,American Academy of Arts and Sciences,Member
John DexterTreadwell,American Academy of Arts and Sciences,Member
Daniel Appleton White,American Academy of Arts and Sciences,Member
Leonard Woods,American Academy of Arts and Sciences,Member
Rufus Wyman,American Academy of Arts and Sciences,Member
Robert Adrian,American Academy of Arts and Sciences,Member
Jeremiah Day,American Academy of Arts and Sciences,Member
John Garnett,American Academy of Arts and Sciences,Member
George Gibbs,American Academy of Arts and Sciences,Member
Jacob Perkins,American Academy of Arts and Sciences,Member
Abraham Rees,American Academy of Arts and Sciences,Member
Asahel Stearns,American Academy of Arts and Sciences,Member
William Sullivan,American Academy of Arts and Sciences,Member
Samuel Swett,American Academy of Arts and Sciences,Member
William Wells,American Academy of Arts and Sciences,Member
Thomas Lindall Winthrop,American Academy of Arts and Sciences,Member
Samuel Cary,American Academy of Arts and Sciences,Member
Jose Francisco Correa de Serra,American Academy of Arts and Sciences,Member
Jean Antoine Fabre,American Academy of Arts and Sciences,Member
Levi Frisbie,American Academy of Arts and Sciences,Member
David Hosack,American Academy of Arts and Sciences,Member
Andrews Norton,American Academy of Arts and Sciences,Member
Timothy Pickering,American Academy of Arts and Sciences,Member
Benjamin Pickman,American Academy of Arts and Sciences,Member
William Prescott,American Academy of Arts and Sciences,Member
Benjamin Silliman,American Academy of Arts and Sciences,Member
Horatio Gates Spafford,American Academy of Arts and Sciences,Member
Moses Stuart,American Academy of Arts and Sciences,Member
Clinton DeWitt,American Academy of Arts and Sciences,Member
Joseph Green Cogswell,American Academy of Arts and Sciences,Member
Samuel Willard,American Academy of Arts and Sciences,Member
Charles Jackson,American Academy of Arts and Sciences,Member
Dugald Stewart,American Academy of Arts and Sciences,Member
Walter Channing,American Academy of Arts and Sciences,Member
Chester Dewey,American Academy of Arts and Sciences,Member
George Hayward,American Academy of Arts and Sciences,Member
Benjamin Hobhouse,American Academy of Arts and Sciences,Member
Bezaleel Howard,American Academy of Arts and Sciences,Member
Daniel Drake,American Academy of Arts and Sciences,Member
Francis Calley Gray,American Academy of Arts and Sciences,Member
Nathan Hale,American Academy of Arts and Sciences,Member
Simeon Denis Poisson,American Academy of Arts and Sciences,Member
John Pond,American Academy of Arts and Sciences,Member
William Hyde Wollaston,American Academy of Arts and Sciences,Member
Thomas Young,American Academy of Arts and Sciences,Member
William Allen,American Academy of Arts and Sciences,Member
John Brazer,American Academy of Arts and Sciences,Member
Edward Tyrrel Channing,American Academy of Arts and Sciences,Member
Caleb Cushing Henry Alexander Dearborn,American Academy of Arts and Sciences,Member
Enoch Hale,American Academy of Arts and Sciences,Member
William Jackson Hooker,American Academy of Arts and Sciences,Member
Samuel Howe,American Academy of Arts and Sciences,Member
Samuel Farmar Jarvis,American Academy of Arts and Sciences,Member
Thomas Nutall,American Academy of Arts and Sciences,Member
Samuel Parkes,American Academy of Arts and Sciences,Member
Williard Phillips,American Academy of Arts and Sciences,Member
Lemuel Shaw,American Academy of Arts and Sciences,Member
Daniel Stansbury,American Academy of Arts and Sciences,Member
Daniel Treadwell,American Academy of Arts and Sciences,Member
John Ware,American Academy of Arts and Sciences,Member
John White Webster,American Academy of Arts and Sciences,Member
Joseph Emerson Worcester,American Academy of Arts and Sciences,Member
James Trecothick Austin,American Academy of Arts and Sciences,Member
George Blake,American Academy of Arts and Sciences,Member
Alexander Hill Everett,American Academy of Arts and Sciences,Member
Robert Hare,American Academy of Arts and Sciences,Member
Samuel Hoar,American Academy of Arts and Sciences,Member
Levi Lincoln,American Academy of Arts and Sciences,Member
Samuel Putnam,American Academy of Arts and Sciences,Member
Leverett Saltonstall,American Academy of Arts and Sciences,Member
James Savage,American Academy of Arts and Sciences,Member
Adam Seybert,American Academy of Arts and Sciences,Member
James Bowdoin,American Academy of Arts and Sciences,Member
Henry James Brooke,American Academy of Arts and Sciences,Member
William Buckland,American Academy of Arts and Sciences,Member
Johann Gottfried Eichhorn,American Academy of Arts and Sciences,Member
John Murray Forbes,American Academy of Arts and Sciences,Member
James Luce Kingsley,American Academy of Arts and Sciences,Member
Manuel Moreno,American Academy of Arts and Sciences,Member
Octavius Pickering,American Academy of Arts and Sciences,Member
Joel Robert Poinsett,American Academy of Arts and Sciences,Member
Jared Sparks,American Academy of Arts and Sciences,Member
Samuel Sumner Wilde,American Academy of Arts and Sciences,Member
Washington Allston,American Academy of Arts and Sciences,Member
Charles Davies,American Academy of Arts and Sciences,Member
Warren Colburn,American Academy of Arts and Sciences,Member
George Barrell Emerson,American Academy of Arts and Sciences,Member
Charles Folsom,American Academy of Arts and Sciences,Member
Thaddeus William Harris,American Academy of Arts and Sciences,Member
Solomon Pearson Miles,American Academy of Arts and Sciences,Member
Johann Georg Heinrich Hassel,American Academy of Arts and Sciences,Member
Julius von Wallenstein,American Academy of Arts and Sciences,Member
Joseph Louis Gay-Lussac,American Academy of Arts and Sciences,Member
Davies Gilbert,American Academy of Arts and Sciences,Member
Benjamin Daniel Greene,American Academy of Arts and Sciences,Member
William Rowan Hamilton,American Academy of Arts and Sciences,Member
John Frederick William Herschel,American Academy of Arts and Sciences,Member
Everard Home,American Academy of Arts and Sciences,Member
Henry Kater,American Academy of Arts and Sciences,Member
Adrien Marie Legendre,American Academy of Arts and Sciences,Member
John William Lubbock,American Academy of Arts and Sciences,Member
Eugenius Nulty,American Academy of Arts and Sciences,Member
Giovanni Antonio Amedeo Plana,American Academy of Arts and Sciences,Member
Theodore Strong,American Academy of Arts and Sciences,Member
N.S. Allinson,Academy of Natural Sciences,Member
John Barnes,Academy of Natural Sciences,Member
Edward Barton,Academy of Natural Sciences,Member
Nicholas Biddle,Academy of Natural Sciences,Member
Moses Brown,Academy of Natural Sciences,Member
George T Bowen,Academy of Natural Sciences,Member
William Y Birch,Academy of Natural Sciences,Member
Charles Lucien Bonapart,Academy of Natural Sciences,Member
Charles N Bancker,Academy of Natural Sciences,Member
John M Brewer,Academy of Natural Sciences,Member
Robert Montgomery Bird,Academy of Natural Sciences,Member
Alexander Dallas Bache,Academy of Natural Sciences,Member
Marmaduke Burrough,Academy of Natural Sciences,Member
Joseph Miguel Carrera Verdugo,Academy of Natural Sciences,Member
Zaccheus Collins,Academy of Natural Sciences,Member
Isaac Cleaver,Academy of Natural Sciences,Member
Caleb Carmalt,Academy of Natural Sciences,Member
Edward Clark,Academy of Natural Sciences,Member
Reynell Coates,Academy of Natural Sciences,Member
Benjamin H. Coates,Academy of Natural Sciences,Member
David Connor,Academy of Natural Sciences,Member
George W. Carpenter,Academy of Natural Sciences,Member
John Y. Clark,Academy of Natural Sciences,Member
Solomon W. Conrad,Academy of Natural Sciences,Member
Judah Dobson,Academy of Natural Sciences,Member
Joseph H. Dulles,Academy of Natural Sciences,Member
Rudolph Dietz,Academy of Natural Sciences,Member
John Eberle,Academy of Natural Sciences,Member
Robert Frazier,Academy of Natural Sciences,Member
Joseph Fisher,Academy of Natural Sciences,Member
Thomas Fisher,Academy of Natural Sciences,Member
Jacob Gilliams,Academy of Natural Sciences,Member
H. Gordon,Academy of Natural Sciences,Member
Robert E. Griffith,Academy of Natural Sciences,Member
Lewis Gilliams,Academy of Natural Sciences,Member
George W. Farman,Academy of Natural Sciences,Member
John D. Godman,Academy of Natural Sciences,Member
Paul Beck Goddard,Academy of Natural Sciences,Member
Reuben Haines,Academy of Natural Sciences,Member
Robert Hare,Academy of Natural Sciences,Member
Richard Harlan,Academy of Natural Sciences,Member
Isaac Hayes,Academy of Natural Sciences,Member
Charles Hedelius,Academy of Natural Sciences,Member
William Herschel,Academy of Natural Sciences,Member
Samuel Hazard,Academy of Natural Sciences,Member
Thomas P Jones,Academy of Natural Sciences,Member
Thomas C. James,Academy of Natural Sciences,Member
Augustus E. Jessup,Academy of Natural Sciences,Member
Walter R. Johnson,Academy of Natural Sciences,Member
William H. Keating,Academy of Natural Sciences,Member
John M Keagy,Academy of Natural Sciences,Member
Isaih Lukins,Academy of Natural Sciences,Member
John Lea Jr.,Academy of Natural Sciences,Member
Isaac Lea,Academy of Natural Sciences,Member
Joshua Longstreth,Academy of Natural Sciences,Member
Charles Lesuer,Academy of Natural Sciences,Member
R. La Roche,Academy of Natural Sciences,Member
Camillus Mc Mahon,Academy of Natural Sciences,Member
John Manners,Academy of Natural Sciences,Member
George A Madiera,Academy of Natural Sciences,Member
Thomas McEwan,Academy of Natural Sciences,Member
Samuel George Morton,Academy of Natural Sciences,Member
John K. Mitchell,Academy of Natural Sciences,Member
William Maclure,Academy of Natural Sciences,Member
Henry J. Markland,Academy of Natural Sciences,Member
George Ord,Academy of Natural Sciences,Member
N.S. Parmentier,Academy of Natural Sciences,Member
Rubens Peale,Academy of Natural Sciences,Member
Jacob Pearce,Academy of Natural Sciences,Member
Robert M. Patterson,Academy of Natural Sciences,Member
Titian Peale,Academy of Natural Sciences,Member
Charles A. Poulson,Academy of Natural Sciences,Member
Caspar W. Pennock,Academy of Natural Sciences,Member
