Name,Organization,Year Elected,Status
George Gauld,APS,1774,Member
John Jones,APS,1774,Member
Walter Jones,APS,1774,Member
James McClurg,APS,1774,Member
Samuel More,APS,1774,Member
Benjamin Morgan,APS,1774,Member
Thomas Parke,APS,1774,Member
John Perkins,APS,1774,Member
Bernard Romans,APS,1774,Member
Lord Mahon Charles Stanhope,APS,1774,Member
Lord Mahon Philips Stanhope,APS,1774,Member
William Wright,APS,1774,Member
Charles Adams,APS,1775,Member
Jacques Barbeu-Dubourg,APS,1775,Member
Marquis de M.J.A.N. Caritat Condorcet,APS,1775,Member
Louis J.M. Daubenton,APS,1775,Member
Fortunatus Dwarris,APS,1775,Member
Thomas Gibbons,APS,1775,Member
Samuel Holland,APS,1775,Member
Antoine L. Lavoisier,APS,1775,Member
Pierre J. Macquer,APS,1775,Member
Benjamin Moseley,APS,1775,Member
Guillaume T. F. Raynall,APS,1775,Member
Le Roux,APS,1775,Member
Jean F. Rozier,APS,1775,Member
George Duffield,APS,1779,Member
James Hutchinson,APS,1779,Member
Charles Pettit,APS,1779,Member
Conrad A. Gerard de Rayneval,APS,1779,Member
Jean-Joseph Sue,APS,1779,Member
John Adams,APS,1780,Member
Marquis de Francois Barbe-Marbois,APS,1780,Member
William Brown,APS,1780,Member
William Carmichael,APS,1780,Member
Arthur St. Clair,APS,1780,Member
Robert Erskine,APS,1780,Member
William Grayson,APS,1780,Member
Alexander Hamilton,APS,1780,Member
William C. Houston,APS,1780,Member
John Jay,APS,1780,Member
Thomas Jefferson,APS,1780,Member
J.C. Kunze,APS,1780,Member
John Laurens,APS,1780,Member
Anne C. de la Luaerne,APS,1780,Member
Rev. James Madison,APS,1780,Member
Timothy Matlack,APS,1780,Member
Baron Friedrich W. von Steuben,APS,1780,Member
Jean-Baptiste Ternant,APS,1780,Member
Charles Vallancey,APS,1780,Member
George Washington,APS,1780,Member
Anthony Wayne,APS,1780,Member
Thomas Bee,APS,1781,Member
Marquis de Francois J. Chastellux,APS,1781,Member
Isaac Gray,APS,1781,Member
Ebenezer Hazard,APS,1781,Member
Jared Ingersoll,APS,1781,Member
Marquis de Motier Theodore Lafayette,APS,1781,Member
Hugh Shiell,APS,1781,Member
Chevalier d' Charles F.A. Le Paulmier Annemours,APS,1783,Member
John Beale Bordley,APS,1783,Member
Jean F. Coste,APS,1783,Member
Robert Davidson,APS,1783,Member
Felice Fontana,APS,1783,Member
Antoine Court de Gebilin,APS,1783,Member
Samuel Huntingdon,APS,1783,Member
Robert M. Patterson,APS,1783,Member
Comte Charles C. Labillarderie Angivillier,APS,1784,Member
Jeremy Belknap,APS,1784,Member
Peter J. Van Berckel,APS,1784,Member
Barnabas Binney,APS,1784,Member
Robert Blackwell,APS,1784,Member
Fred F.S. de Brahm,APS,1784,Member
Pedro Rodriguez Campomanes,APS,1784,Member
John Dunlap,APS,1784,Member
John Foulke,APS,1784,Member
George Fox,APS,1784,Member
Arch Gamble,APS,1784,Member
George Gray,APS,1784,Member
J.H.C. Helmuth,APS,1784,Member
Thomas Heyward,APS,1784,Member
Rev. Samuel Magaw,APS,1784,Member
John H. de Magellan,APS,1784,Member
Jonathan D. Sergeant,APS,1784,Member
James Six,APS,1784,Member
John Vaughan,APS,1784,Member
Samuel Vaughan,APS,1784,Member
Comte de Charles G. Vergennes,APS,1784,Member
Frederick E.F. Bertholff,APS,1785,Member
Comte de Luc Urbain du Bouexic,APS,1785,Member
William Bradford,APS,1785,Member
Edward Burd,APS,1785,Member
John Carson,APS,1785,Member
Adair Crawford,APS,1785,Member
Manasseh Cutler,APS,1785,Member
Andrew Ellicott,APS,1785,Member
Samuel Powel Griffiths,APS,1785,Member
Samuel G. Hermelin,APS,1785,Member
Sir William Herschel,APS,1785,Member
Hugh James,APS,1785,Member
Thaddeus Kosciusko,APS,1785,Member
James Madison,APS,1785,Member
Joseph Mandrillion,APS,1785,Member
James McHenry,APS,1785,Member
Christian F. Michailis,APS,1785,Member
Henry E. Muhlenberg,APS,1785,Member
Mann Page,APS,1785,Member
Thomas Paine,APS,1785,Member
William Parker,APS,1785,Member
Robert Perceval,APS,1785,Member
Richard Price,APS,1785,Member
Joseph Priestley,APS,1785,Member
Samuel S. Smith,APS,1785,Member
Jean-Baptiste Sue,APS,1785,Member
George Wall,APS,1785,Member
Benjamin Workman,APS,1785,Member
James Beattie,APS,1786,Member
Pierre J.G. Cabanis,APS,1786,Member
Conte Luigi Castiglioni,APS,1786,Member
Jacques A.C. Charles,APS,1786,Member
George Clymer,APS,1786,Member
Lorenz Crell,APS,1786,Member
Benjamin Duffield,APS,1786,Member
Aime A.J. Feutry,APS,1786,Member
William Temple Franklin,APS,1786,Member
Thibert Garbier,APS,1786,Member
Rene G. Gastelier,APS,1786,Member
Granchain,APS,1786,Member
Guillaume Grivel,APS,1786,Member
Thomas Henry,APS,1786,Member
Jonathan Hoge,APS,1786,Member
Jan Ingenhousz,APS,1786,Member
John Andrews,APS,1786,Member
Richard Kirwan,APS,1786,Member
John Morris,APS,1786,Member
Robert Morris,APS,1786,Member
Nicolas Noel,APS,1786,Member
Charles Willson Peale,APS,1786,Member
Thomas Percival,APS,1786,Member
Robert E. Pine,APS,1786,Member
William Rawle,APS,1786,Member
Duc de Louis A. La Rochefoucauld d'Enville,APS,1786,Member
Julien D. Le Roy,APS,1786,Member
Jean L.G. Soulavie,APS,1786,Member
Benjamin Vaughan,APS,1786,Member
Samuel Vaughan,APS,1786,Member
Louis G. Le Veillard,APS,1786,Member
Charles H. Wharton,APS,1786,Member
John Whitehurst,APS,1786,Member
William Baker,APS,1787,Member
Sir Joseph Banks,APS,1787,Member
Robert Barclay,APS,1787,Member
Thomas Barnes,APS,1787,Member
William Barton,APS,1787,Member
John Bayard,APS,1787,Member
William Bingham,APS,1787,Member
James Bowdoin,APS,1787,Member
Louis C. Cadet-Gassicourt,APS,1787,Member
Benjamin Chew,APS,1787,Member
Isaac Craig,APS,1787,Member
Enoch Edwards,APS,1787,Member
John Hunter,APS,1787,Member
Joseph James,APS,1787,Member
Francis Johnston,APS,1787,Member
John Johnston,APS,1787,Member
Charles Lennox,APS,1787,Member
John Coakley Lettsom,APS,1787,Member
Hon. John Lowell,APS,1787,Member
Robert Milligan,APS,1787,Member
Sir Edward Newenham,APS,1787,Member
Comte Louis G. Otto,APS,1787,Member
John R.B. Rodgers,APS,1787,Member
Thomas Ruston,APS,1787,Member
William W. Smith,APS,1787,Member
George Spence,APS,1787,Member
William Thornton,APS,1787,Member
George Vaux,APS,1787,Member
Antoine A.F. Cadet de Vaux,APS,1787,Member
Thomas White,APS,1787,Member
Jonathan Williams,APS,1787,Member
Caspar Wistar,APS,1787,Member
Simeon De Witt,APS,1787,Member
Burgiss Allison,APS,1789,Member
Charles Arthaud,APS,1789,Member
Benjamin Smith Barton,APS,1789,Member
Samuel Beach,APS,1789,Member
Sir Charles Blagden,APS,1789,Member
John Bleakley,APS,1789,Member
David Brearly,APS,1789,Member
Jean P. Brissot,APS,1789,Member
George Buchanan,APS,1789,Member
Pieter Camper,APS,1789,Member
Nicholas Collin,APS,1789,Member
John Cox,APS,1789,Member
Michel G. St. J. de Crevecoeur,APS,1789,Member
Princess Catherine Ekaterina Dashkova,APS,1789,Member
William Findley,APS,1789,Member
Jos. M. de Flores,APS,1789,Member
Diego de Gardoqui,APS,1789,Member
Francis de Gardoqui,APS,1789,Member
Peter Le Gaux,APS,1789,Member
Ashbel Green,APS,1789,Member
Friedrich A. von Heintz,APS,1789,Member
Joshua Humphreys,APS,1789,Member
Walter Minto,APS,1789,Member
George Monroe,APS,1789,Member
Mekeric L.E. Moreau,APS,1789,Member
William Paterson,APS,1789,Member
C.C. Pinckney,APS,1789,Member
Thomas Pole,APS,1789,Member
David Redick,APS,1789,Member
Benjamin Rittenhouse,APS,1789,Member
James Rumsey,APS,1789,Member
Winthrop Sargent,APS,1789,Member
Franz A. Steinsky,APS,1789,Member
John Stevens,APS,1789,Member
Charles Stuart,APS,1789,Member
James Wilkinson,APS,1789,Member
John Witherspoon,APS,1789,Member
Baron J.W.K.A. Hupsch von Lontxen,APS,1790,Member
Anders Sparman,APS,1790,Member
George Turner,APS,1790,Member
John Walker,APS,1790,Member
Caleb Whitefoord,APS,1790,Member
Alexander Addison,APS,1791,Member
Alexander Anderson,APS,1791,Member
Absalom Baird,APS,1791,Member
John Beckley,APS,1791,Member
Nicholas L. Burmann,APS,1791,Member
Alexander J. Dallas,APS,1791,Member
William Ferguson,APS,1791,Member
Albert Gallatin,APS,1791,Member
Benjamin Gloxin,APS,1791,Member
Robert Goldsbourough,APS,1791,Member
John G. Grosche,APS,1791,Member
John Hoge,APS,1791,Member
James Anderson,APS,1791,Member
Henry Knox,APS,1791,Member
John Luzac,APS,1791,Member
S.L. Mitchell,APS,1791,Member
Johann A. Murray,APS,1791,Member
John Nicholson,APS,1791,Member
Peter S. Pallas,APS,1791,Member
John Penington,APS,1791,Member
Thomas Pennant,APS,1791,Member
Peter S. Du Ponceau,APS,1791,Member
Edmund Randolph,APS,1791,Member
Andrew Ross,APS,1791,Member
James Ross,APS,1791,Member
John Smilie,APS,1791,Member
Dugald Stewart,APS,1791,Member
Karl P. Thunberg,APS,1791,Member
Benjamin Waterhouse,APS,1791,Member
Richard P. Barton,APS,1792,Member
Guiseppe Ceracchi,APS,1792,Member
William Currie,APS,1792,Member
Erasmus Darwin,APS,1792,Member
Comte de Antoine R.C.M. La Forest,APS,1792,Member
Anthony Fothergill,APS,1792,Member
David Jackson,APS,1792,Member
John Page,APS,1792,Member
Baron de Ambroise M.F.J. Palisot,APS,1792,Member
Conte Paolo Andreani,APS,1792,Member
John Rouelle,APS,1792,Member
William Smith,APS,1792,Member
Uvo van Troil,APS,1792,Member
John Trumbull,APS,1792,Member
Rodolph Valltravers,APS,1792,Member
Nicholas B. Waters,APS,1792,Member
Andre F. de Coupigny,APS,1793,Member
J. Reinhold Forster,APS,1793,Member
George Logan,APS,1793,Member
John W. Lottera,APS,1793,Member
David Nassy,APS,1793,Member
Thomas L. Shippen,APS,1793,Member
Louis Valentin,APS,1793,Member
William Waring,APS,1793,Member
David S. Erskine,APS,1794,Member
James Greenway,APS,1794,Member
James Anderson,APS,1794,Member
John Nancarrow,APS,1794,Member
Gustaf von Carleson,APS,1795,Member
Archibald Cochrane,APS,1795,Member
Robert Leslie,APS,1795,Member
Val Melscheimer,APS,1795,Member
Tim Pickering,APS,1795,Member
Samuel Wheeler,APS,1795,Member
Rev. James Abercrombie,APS,1796,Member
Pierre A. Adet,APS,1796,Member
Nathaniel B. Bedford,APS,1796,Member
Isaac Briggs,APS,1796,Member
Charles Caldwell,APS,1796,Member
Dr. Isaac Cathrall,APS,1796,Member
F.H. Le Comte,APS,1796,Member
Tench Coxe,APS,1796,Member
Joanne B. Cunat,APS,1796,Member
Jean Deveze,APS,1796,Member
Louis E. Duhail,APS,1796,Member
Cypriano R. Friere,APS,1796,Member
Jacques M. le F. de Grandpre,APS,1796,Member
Hugh Hodge,APS,1796,Member
Jose de Jaudences,APS,1796,Member
J.F. Mifflin,APS,1796,Member
William D. Peck,APS,1796,Member
Francois A.F. de la Rochefoucauld-Liancourt,APS,1796,Member
Sir James E. Smith,APS,1796,Member
Charles M. de Talleyrand-Perigord,APS,1796,Member
Luis de Urbina,APS,1796,Member
James Woodhouse,APS,1796,Member
William Bache,APS,1797,Member
Samuel Blair,APS,1797,Member
John Guillemard,APS,1797,Member
William Hamilton,APS,1797,Member
John Heckewilder,APS,1797,Member
Andrews Everardus Van Braam Houckgeest,APS,1797,Member
Thomas C. James,APS,1797,Member
Alexander Martin,APS,1797,Member
Theo. C. Mozard,APS,1797,Member
John Newnan,APS,1797,Member
Thomas Pinckney,APS,1797,Member
Adam Seybert,APS,1797,Member
Rich P. Smith,APS,1797,Member
Samuel H. Smith,APS,1797,Member
John Stuart,APS,1797,Member
Comte Constantin F. Chasseboeuf de Volney,APS,1797,Member
Johann F. Blumenbach,APS,1798,Member
Julian U. Niemcewicz,APS,1798,Member
William Patterson,APS,1798,Member
Giambattista Scandella,APS,1798,Member
Franz A. von Zach,APS,1798,Member
William Boys,APS,1799,Member
Joseph Clay,APS,1799,Member
John R. Coxe,APS,1799,Member
Samuel Elam,APS,1799,Member
Benjamin H. Latrobe,APS,1799,Member
William Maclure,APS,1799,Member
Thomas P. Smith,APS,1799,Member
Justus E. Bollmann,APS,1800,Member
Samuel Brown,APS,1800,Member
William Dunbar,APS,1800,Member
Sir Robert Liston,APS,1800,Member
Samuel Miller,APS,1800,Member
Pierre S. du Pont de Nemours,APS,1800,Member
John R. Smith,APS,1800,Member
Francis Blanchet,APS,1801,Member
Samuel Falberg,APS,1801,Member
Jose J. de Ferrer,APS,1801,Member
Thomas T. Hewson,APS,1801,Member
William Jones,APS,1801,Member
Robert R. Livingston,APS,1801,Member
Gustav Paykull,APS,1801,Member
Fran Peyrolon,APS,1801,Member
Alexander Ramirez,APS,1801,Member
William Barnwell,APS,1802,Member
John Church,APS,1802,Member
Thomas Cooper,APS,1802,Member
Valentin de Foronda,APS,1802,Member
John Garnett,APS,1802,Member
Marquis de C.M. Martinez Casa Irujo,APS,1802,Member
William S. Jacobs,APS,1802,Member
Philippe R. Roume de St. Laurent,APS,1802,Member
Phillippe J. Letsom,APS,1802,Member
James Mease,APS,1802,Member
Peter B. Olsen,APS,1802,Member
Philip S. Physick,APS,1802,Member
Jarvis Roebuck,APS,1802,Member
William Roxburgh,APS,1802,Member
Benjamin Dearborn,APS,1803,Member
Jean B.J. Delambre,APS,1803,Member
Robert Gilmore,APS,1803,Member
Robert Hare,APS,1803,Member
Meriwether Lewis,APS,1803,Member
Dan Melanderhjelm,APS,1803,Member
Francis Nichols,APS,1803,Member
Eric Prosperin,APS,1803,Member
David Ramsay,APS,1803,Member
Benjamin Thompson,APS,1803,Member
Pedro Caevallos,APS,1804,Member
Antonio J. Cavanilles,APS,1804,Member
Zaccheus Collins,APS,1804,Member
Joshua Gilpin,APS,1804,Member
Prince Manuel Godoy,APS,1804,Member
Baron von F.H. Alexander Humboldt,APS,1804,Member
David Humphreys,APS,1804,Member
Edward Jenner,APS,1804,Member
William Short,APS,1804,Member
Sam Webber,APS,1804,Member
Joseph Willard,APS,1804,Member
William Hawes,APS,1805,Member
William Jones,APS,1805,Member
Edward Miller,APS,1805,Member
Samuel Moore,APS,1805,Member
John Prince,APS,1805,Member
Benjamin Silliman,APS,1805,Member
Charles Smith,APS,1805,Member
William Tilghman,APS,1805,Member
F.A. Vanderkemp,APS,1805,Member
Bushrod Washington,APS,1805,Member
Adrien G. Camper,APS,1806,Member
Joseph Cloud,APS,1806,Member
Samuel F. Conover,APS,1806,Member
William Dubourg,APS,1806,Member
John Maclean,APS,1806,Member
Martinus van Martius,APS,1806,Member
Joseph Sansom,APS,1806,Member
Francisco de Borja Garcao Stockler,APS,1806,Member
Olof Swartz,APS,1806,Member
Comte Antoine L.C. Desturr de Tracy,APS,1806,Member
Samuel B. Wylie,APS,1806,Member
Archibald Bruce,APS,1807,Member
Nathaniel Chapman,APS,1807,Member
Mahlon Dickerson,APS,1807,Member
John E. Forstroem,APS,1807,Member
James Gibson,APS,1807,Member
Ferd R. Hassler,APS,1807,Member
George Izard,APS,1807,Member
John McDowell,APS,1807,Member
Ir _ e Du Pont,APS,1807,Member
Comte de Charles P. Lasteyrie du Saillant,APS,1807,Member
Horace Binney,APS,1808,Member
Edward Penington,APS,1808,Member
William Staughton,APS,1808,Member
Joel Barlow,APS,1809,Member
Nathaniel Bowditch,APS,1809,Member
Ross Cuthbert,APS,1809,Member
George William Featherstonhaugh,APS,1809,Member
Robert Fulton,APS,1809,Member
Silvain Godon,APS,1809,Member
Francois A. Michaux,APS,1809,Member
Thomas Moore,APS,1809,Member
Robert M. Patterson,APS,1809,Member
David B. Warden,APS,1809,Member
James Winthrop,APS,1809,Member
J.H. Brinton,APS,1810,Member
Humphry Davy,APS,1810,Member
George Gibbs,APS,1810,Member
John Haighton,APS,1810,Member
David Hosack,APS,1810,Member
William Johnson,APS,1810,Member
William Bentley,APS,1811,Member
John Davis,APS,1811,Member
John M. Good,APS,1811,Member
Louis N. Vanquelin,APS,1811,Member
Charles J. Wister,APS,1811,Member
Robert Adrain,APS,1812,Member
Benjamin Allen,APS,1812,Member
Jose F. Correa da Serra,APS,1812,Member
Robert Walsh,APS,1812,Member
W.P.C. Barton,APS,1813,Member
Nicholas Biddle,APS,1813,Member
Charles Chauncey,APS,1813,Member
Constant Dumeril,APS,1813,Member
Reuben Haines,APS,1813,Member
William Hembel,APS,1813,Member
William T. Meredith,APS,1813,Member
Benjamin R. Morgan,APS,1813,Member
George Pollock,APS,1813,Member
Anders J. Retzius,APS,1813,Member
John Sergeant,APS,1813,Member
Alexander Wilson,APS,1813,Member
Nathaniel Stout Allison,APS,1814,Member
Frederick Beasley,APS,1814,Member
John G. Biddle,APS,1814,Member
De Witt Clinton,APS,1814,Member
James Cutbush,APS,1814,Member
John S. Dorsey,APS,1814,Member
Thomas Gilpin,APS,1814,Member
John Gummere,APS,1814,Member
John E. Hall,APS,1814,Member
Joseph G. Swift,APS,1814,Member
James P. Wilson,APS,1814,Member
Samuel Colhoun,APS,1815,Member
James Gray,APS,1815,Member
Charles W. Hare,APS,1815,Member
Joseph Hartshorne,APS,1815,Member
Joseph Hopkinson,APS,1815,Member
Charles J. Ingersoll,APS,1815,Member
Joseph P. Norris,APS,1815,Member
Joseph Parrish,APS,1815,Member
John M. Scott,APS,1815,Member
Carlo Botta,APS,1816,Member
Abiel Holmes,APS,1816,Member
Jared Mansfield,APS,1816,Member
Joseph Reed,APS,1816,Member
Isaiah Thomas,APS,1816,Member
Gerard Troost,APS,1816,Member
Joseph P.F. Deleuze,APS,1817,Member
Johann P. Frank,APS,1817,Member
William Gaston,APS,1817,Member
Jos. von Hammer-Purgstall,APS,1817,Member
Charles A. Lesueur,APS,1817,Member
William Meade,APS,1817,Member
Charles F. Mercer,APS,1817,Member
Jean C. de la Metherie,APS,1817,Member
Eugenius Nulty,APS,1817,Member
Thomas Nuttall,APS,1817,Member
George Ord,APS,1817,Member
John C. Otto,APS,1817,Member
Richard Rush,APS,1817,Member
Thomas Say,APS,1817,Member
Lewis Schweinitz,APS,1817,Member
Joseph von Sonnenfels,APS,1817,Member
Henry Steinhauer,APS,1817,Member
Edward Troughton,APS,1817,Member
Johann S. Vater,APS,1817,Member
John Q. Adams,APS,1818,Member
Friedrich Adelung,APS,1818,Member
Jacob Bigelow,APS,1818,Member
Parker Cleaveland,APS,1818,Member
Daniel Drake,APS,1818,Member
Nicholas Fuss,APS,1818,Member
Paul Jackson,APS,1818,Member
Josiah Meigs,APS,1818,Member
Noel de la Moriniere,APS,1818,Member
Joseph Swain,APS,1818,Member
Gotthilf Fischer Von Waldheim,APS,1818,Member
John C. Warren,APS,1818,Member
Johann A. Albers,APS,1819,Member
Henri M. Ducrotay de Blainville,APS,1819,Member
Alexandre Brongniart,APS,1819,Member
Redmond Conyngham,APS,1819,Member
Anselme G. Desmarest,APS,1819,Member
William P. Dewees,APS,1819,Member
John Eberle,APS,1819,Member
Stephan Elliot,APS,1819,Member
L.H. Girardin,APS,1819,Member
William E. Horner,APS,1819,Member
Louis M. Langles,APS,1819,Member
Comte de Jean D. Lanjuinais,APS,1819,Member
Pierre A. Latreille,APS,1819,Member
John Murray,APS,1819,Member
Jacob Perkins,APS,1819,Member
Fred C. Schaeffer,APS,1819,Member
Guillaume T. Tilesius,APS,1819,Member
Roberts Vaux,APS,1819,Member
Franklin Bache,APS,1820,Member
John J. Berzelius,APS,1820,Member
J.A. Borgnis,APS,1820,Member
William Gibson,APS,1820,Member
Baron von Joseph Hormayr,APS,1820,Member
Samuel F. Jarvis,APS,1820,Member
Matthew Lesseps,APS,1820,Member
Isaiah Lukens,APS,1820,Member
William Marsden,APS,1820,Member
Jacques P. Merigon de Montgery,APS,1820,Member
John Pickering,APS,1820,Member
William Strickland,APS,1820,Member
Peter Afzelius,APS,1821,Member
Clement C. Biddle,APS,1821,Member
Elisha De Butts,APS,1821,Member
Mathew Carey,APS,1821,Member
Langdon Cheves,APS,1821,Member
John B. Gibson,APS,1821,Member
Levitt Harris,APS,1821,Member
George A. Otis,APS,1821,Member
Count Gustavus Wetterstedt,APS,1821,Member
James Workman,APS,1821,Member
Sir James Wylie,APS,1821,Member
Solomon W. Conrad,APS,1822,Member
Jose B. de Andrada e Silva,APS,1822,Member
Richard Harlan,APS,1822,Member
Baron von Wilhelm Humboldt,APS,1822,Member
William H. Keating,APS,1822,Member
Zacharias Nordmark,APS,1822,Member
Samuel Parkes,APS,1822,Member
Peder Pedersen,APS,1822,Member
Peter Poletica,APS,1822,Member
Condy Raguet,APS,1822,Member
Gottlob E. Schultze,APS,1822,Member
Jons Svanberg,APS,1822,Member
Lardner Vanuxem,APS,1822,Member
Joseph Bonaparte,APS,1823,Member
Lucien Bonaparte,APS,1823,Member
Benjamin H. Coates,APS,1823,Member
William B. Collyer,APS,1823,Member
James F. Cooper,APS,1823,Member
William Darlington,APS,1823,Member
Gaspard Deabbate,APS,1823,Member
Jean M. Duponceau,APS,1823,Member
Samuel Jackson,APS,1823,Member
Jason O'B Lawrence,APS,1823,Member
Sir William Lawrence,APS,1823,Member
Stephen H. Long,APS,1823,Member
Paul de Lovenorn,APS,1823,Member
William J. Macneven,APS,1823,Member
Baron Charles E Coquebert de Mountbret,APS,1823,Member
John Plitt,APS,1823,Member
Heinrich C. Schumacher,APS,1823,Member
Count de Joseph B. Survilliers,APS,1823,Member
Nathaniel A. Ware,APS,1823,Member
Charles Lucien Bonaparte,APS,1824,Member
Heinrich J. Klaproth,APS,1824,Member
Ivan Krusenstern,APS,1824,Member
Severin Lorich,APS,1824,Member
Joseph B. McKean,APS,1824,Member
Alexander Pearson,APS,1824,Member
Henry Seybert,APS,1824,Member
Moses Stuart,APS,1824,Member
Conrad J. Temminck,APS,1824,Member
Charles N. Bancker,APS,1825,Member
John J. Bigsby,APS,1825,Member
Thomas Cadwalader,APS,1825,Member
Comte de Andre F. Miot,APS,1825,Member
Pierre J.M. Flourens,APS,1825,Member
John D. Godman,APS,1825,Member
Joseph R. Ingersoll,APS,1825,Member
John K. Kane,APS,1825,Member
Count John Laval,APS,1825,Member
Jos_ da Silva Lisboa,APS,1825,Member
Edward Livingston,APS,1825,Member
Comte Francois P. Real,APS,1825,Member
Count Nicholas Rumiantzov,APS,1825,Member
Philip Tidyman,APS,1825,Member
Lewis Cass,APS,1826,Member
Samuel Humphreys,APS,1826,Member
"Jakob, Grefve Graberg af Hemso",APS,1826,Member
Pablo de la Llave,APS,1826,Member
William McIlvaine,APS,1826,Member
Charles D. Meigs,APS,1826,Member
William Schaler,APS,1826,Member
William Shaler,APS,1826,Member
Henri C.G. de Struve,APS,1826,Member
John L. Tiarks,APS,1826,Member
James Brown,APS,1827,Member
Marcus Bull,APS,1827,Member
John W. Dalman,APS,1827,Member
George Emlen,APS,1827,Member
Joachim P.C. Giraldez,APS,1827,Member
John K. Mitchell,APS,1827,Member
Joel R. Poinsett,APS,1827,Member
Rene La Roche,APS,1827,Member
James Rush,APS,1827,Member
Charles Tait,APS,1827,Member
Honore Torombert,APS,1827,Member
Noah Webster,APS,1827,Member
John P. Wetherill,APS,1827,Member
Giovanni M. Zecchinelli,APS,1827,Member
Samuel Betton,APS,1828,Member
Jose M. Bustamante,APS,1828,Member
Jose M. Dantas,APS,1828,Member
Robert E. Griffith,APS,1828,Member
Thomas Harris,APS,1828,Member
Henry J. Anderson,APS,1828,Member
Isaac Lea,APS,1828,Member
Samuel G. Morton,APS,1828,Member
Charles Pickering,APS,1828,Member
James Renwick,APS,1828,Member
Jose M. Salazar,APS,1828,Member
George Ticknor,APS,1828,Member
